Counties,Sex,Cancer,PopTot,AAIR,Cancer_Incidents
Santa Cruz,Female,CRC,676637,31.7,214.493929
Santa Cruz,Male,Mela,676081,59.7,403.620357
Santa Cruz,Female,Mela,676637,36.6,247.649142
Santa Cruz,Male,Uterine,676081,0.0,0.0
Santa Cruz,Female,Uterine,676637,26.2,177.27889399999998
Santa Cruz,Male,Lymph,676081,27.8,187.950518
Santa Cruz,Female,Lymph,676637,20.4,138.033948
Santa Cruz,Male,Urinary,676081,35.9,242.713079
Santa Cruz,Female,Urinary,676637,8.2,55.484233999999994
Santa Cruz,Male,Kidney,676081,20.4,137.920524
Santa Cruz,Female,Kidney,676637,10.0,67.6637
Santa Cruz,Male,Thyroid,676081,6.2,41.917022
Santa Cruz,Female,Thyroid,676637,18.3,123.824571
Santa Cruz,Male,Liver,676081,12.4,83.834044
Santa Cruz,Female,Liver,676637,5.4,36.538398
Santa Cruz,Male,Pancreas,676081,13.8,93.29917800000001
Santa Cruz,Female,Pancreas,676637,11.7,79.166529
Santa Cruz,Male,AllSite,676081,509.1,3441.928371
Santa Cruz,Female,AllSite,676637,437.0,2956.9036899999996
Shasta,Male,Prostate,449882,101.8,457.979876
Shasta,Female,Prostate,459978,0.0,0.0
Shasta,Male,Breast,449882,0.5,2.24941
Shasta,Female,Breast,459978,128.4,590.611752
Shasta,Male,Lung,449882,60.6,272.628492
Shasta,Female,Lung,459978,52.0,239.18855999999997
Shasta,Male,CRC,449882,42.2,189.85020400000002
Shasta,Female,CRC,459978,31.3,143.973114
Shasta,Male,Mela,449882,43.6,196.14855200000002
Shasta,Female,Mela,459978,26.1,120.054258
Shasta,Male,Uterine,449882,0.0,0.0
Shasta,Female,Uterine,459978,24.4,112.23463199999999
Shasta,Male,Lymph,449882,22.4,100.773568
Shasta,Female,Lymph,459978,14.1,64.85689799999999
Shasta,Male,Urinary,449882,34.7,156.10905400000001
Shasta,Female,Urinary,459978,6.2,28.518636
Shasta,Male,Kidney,449882,19.2,86.37734400000001
Shasta,Female,Kidney,459978,9.7,44.617866
Shasta,Male,Thyroid,449882,6.7,30.142094
Shasta,Female,Thyroid,459978,15.9,73.13650200000001
Shasta,Male,Liver,449882,13.0,58.48466
Shasta,Female,Liver,459978,3.9,17.939142
Shasta,Male,Pancreas,449882,17.3,77.829586
Shasta,Female,Pancreas,459978,12.9,59.337162
Shasta,Male,AllSite,449882,510.0,2294.3982
Shasta,Female,AllSite,459978,427.3,1965.485994
Sierra,Male,Prostate,8197,84.1,6.893676999999999
Sierra,Female,Prostate,8029,0.0,0.0
Sierra,Male,Breast,8197,0.0,0.0
Sierra,Female,Breast,8029,99.2,7.964768
Sierra,Male,Lung,8197,25.9,2.123023
Sierra,Female,Lung,8029,28.4,2.280236
Sierra,Male,CRC,8197,31.2,2.557464
Sierra,Female,CRC,8029,15.7,1.260553
Sierra,Female,Mela,8029,15.0,1.2043499999999998
Sierra,Male,Uterine,8197,0.0,0.0
Sierra,Female,Uterine,8029,6.3,0.505827
Sierra,Male,Lymph,8197,4.0,0.32788
Sierra,Female,Lymph,8029,5.2,0.41750800000000005
Sierra,Male,Urinary,8197,0.0,0.0
Sierra,Female,Urinary,8029,21.2,1.702148
Sierra,Male,Kidney,8197,6.6,0.541002
Sierra,Female,Kidney,8029,0.0,0.0
Sierra,Male,Thyroid,8197,0.0,0.0
Sierra,Female,Thyroid,8029,5.0,0.40145000000000003
Sierra,Male,Liver,8197,0.0,0.0
Sierra,Female,Liver,8029,6.3,0.505827
Sierra,Male,Pancreas,8197,0.0,0.0
Sierra,Female,Pancreas,8029,0.0,0.0
Siskiyou,Male,Prostate,110345,70.2,77.46219
Siskiyou,Female,Prostate,110334,0.0,0.0
Siskiyou,Male,Breast,110345,0.0,0.0
Siskiyou,Female,Breast,110334,103.6,114.30602400000001
Siskiyou,Male,Lung,110345,54.7,60.35871500000001
Siskiyou,Female,Lung,110334,48.3,53.291322
Siskiyou,Male,CRC,110345,33.6,37.07592
Siskiyou,Female,CRC,110334,30.7,33.872538
Siskiyou,Male,Mela,110345,21.0,23.17245
Siskiyou,Female,Mela,110334,17.9,19.749786
Siskiyou,Male,Uterine,110345,0.0,0.0
Siskiyou,Female,Uterine,110334,16.6,18.315444000000003
Siskiyou,Male,Lymph,110345,23.1,25.489695
Siskiyou,Female,Lymph,110334,9.4,10.371396
Siskiyou,Male,Urinary,110345,26.1,28.800045
Siskiyou,Female,Urinary,110334,4.1,4.523693999999999
Siskiyou,Male,Kidney,110345,18.6,20.52417
Siskiyou,Female,Kidney,110334,10.6,11.695404
Siskiyou,Male,Thyroid,110345,2.3,2.5379349999999996
Siskiyou,Female,Thyroid,110334,8.9,9.819726000000001
Siskiyou,Male,Liver,110345,9.6,10.59312
Siskiyou,Female,Liver,110334,2.4,2.648016
Siskiyou,Male,Pancreas,110345,12.6,13.90347
Siskiyou,Female,Pancreas,110334,7.3,8.054382
Siskiyou,Male,AllSite,110345,392.0,432.5524
Siskiyou,Female,AllSite,110334,337.7,372.597918
Solano,Male,Prostate,1127810,93.0,1048.8633
Solano,Female,Prostate,1127257,0.0,0.0
Solano,Male,Breast,1127810,1.0,11.2781
Solano,Female,Breast,1127257,126.1,1421.471077
Solano,Male,Lung,1127810,49.1,553.75471
Solano,Female,Lung,1127257,46.8,527.556276
Solano,Male,CRC,1127810,38.7,436.46247000000005
Solano,Female,CRC,1127257,35.0,394.53995
Solano,Male,Mela,1127810,28.0,315.78679999999997
Solano,Female,Mela,1127257,14.7,165.70677899999998
Solano,Male,Uterine,1127810,0.0,0.0
Solano,Female,Uterine,1127257,29.4,331.41355799999997
Solano,Male,Lymph,1127810,21.5,242.47915
Solano,Female,Lymph,1127257,17.1,192.76094700000002
Solano,Male,Urinary,1127810,28.3,319.17023
Solano,Female,Urinary,1127257,6.6,74.398962
Solano,Male,Kidney,1127810,24.9,280.82469
Solano,Female,Kidney,1127257,14.2,160.07049399999997
Solano,Male,Thyroid,1127810,5.8,65.41298
Solano,Female,Thyroid,1127257,19.7,222.069629
Solano,Male,Liver,1127810,18.3,206.38923
Solano,Female,Liver,1127257,5.4,60.871878
Solano,Male,Pancreas,1127810,16.2,182.70521999999997
Solano,Female,Pancreas,1127257,11.3,127.380041
Solano,Male,AllSite,1127810,434.1,4895.8232100000005
Solano,Female,AllSite,1127257,414.8,4675.8620359999995
Sonoma,Male,Prostate,1211177,101.9,1234.1893630000002
Sonoma,Female,Prostate,1248603,0.0,0.0
Sonoma,Male,Breast,1211177,1.2,14.534124
Sonoma,Female,Breast,1248603,138.1,1724.3207429999998
Sonoma,Male,Lung,1211177,37.7,456.613729
Sonoma,Female,Lung,1248603,37.4,466.97752199999996
Sonoma,Male,CRC,1211177,39.9,483.259623
Sonoma,Female,CRC,1248603,30.6,382.072518
Sonoma,Male,Mela,1211177,52.6,637.079102
Sonoma,Female,Mela,1248603,34.8,434.51384399999995
Sonoma,Male,Uterine,1211177,0.0,0.0
Sonoma,Female,Uterine,1248603,26.5,330.879795
Sonoma,Male,Lymph,1211177,21.2,256.769524
Sonoma,Female,Lymph,1248603,15.6,194.782068
Sonoma,Male,Urinary,1211177,31.5,381.520755
Sonoma,Female,Urinary,1248603,8.7,108.62846099999999
Sonoma,Male,Kidney,1211177,21.6,261.614232
Sonoma,Female,Kidney,1248603,10.4,129.854712
Sonoma,Male,Thyroid,1211177,5.1,61.770027
Sonoma,Female,Thyroid,1248603,15.1,188.53905299999997
Sonoma,Male,Liver,1211177,12.7,153.819479
Sonoma,Female,Liver,1248603,4.9,61.18154700000001
Sonoma,Male,Pancreas,1211177,14.0,169.56477999999998
Sonoma,Female,Pancreas,1248603,10.6,132.351918
Sonoma,Male,AllSite,1211177,461.9,5594.426563
Sonoma,Female,AllSite,1248603,423.1,5282.839293000001
Stanislaus,Male,Prostate,1374143,98.6,1354.9049979999998
Stanislaus,Female,Prostate,1380079,0.0,0.0
Stanislaus,Male,Breast,1374143,0.8,10.993144
Stanislaus,Female,Breast,1380079,130.0,1794.1027
Stanislaus,Male,Lung,1374143,51.1,702.187073
Stanislaus,Female,Lung,1380079,40.6,560.312074
Stanislaus,Male,CRC,1374143,37.0,508.43291
Stanislaus,Female,CRC,1380079,34.1,470.606939
Stanislaus,Male,Mela,1374143,27.2,373.766896
Stanislaus,Female,Mela,1380079,17.1,235.99350900000002
Stanislaus,Male,Uterine,1374143,0.0,0.0
Stanislaus,Female,Uterine,1380079,25.7,354.68030300000004
Stanislaus,Male,Lymph,1374143,22.9,314.678747
Stanislaus,Female,Lymph,1380079,14.8,204.25169200000002
Stanislaus,Male,Urinary,1374143,28.8,395.75318400000003
Stanislaus,Female,Urinary,1380079,8.2,113.16647799999998
Stanislaus,Male,Kidney,1374143,26.1,358.651323
Stanislaus,Female,Kidney,1380079,13.3,183.550507
Stanislaus,Male,Thyroid,1374143,6.9,94.81586700000001
Stanislaus,Female,Thyroid,1380079,21.9,302.237301
Stanislaus,Male,Liver,1374143,14.3,196.502449
Stanislaus,Female,Liver,1380079,5.5,75.904345
Stanislaus,Male,Pancreas,1374143,13.5,185.509305
Stanislaus,Female,Pancreas,1380079,11.5,158.70908500000002
Stanislaus,Male,AllSite,1374143,448.3,6160.283069
Stanislaus,Female,AllSite,1380079,414.4,5719.047376
Sutter,Male,Prostate,248540,108.7,270.16298
Sutter,Female,Prostate,246975,0.0,0.0
Sutter,Male,Breast,248540,0.8,1.9883199999999999
Sutter,Female,Breast,246975,120.2,296.86395
Sutter,Male,Lung,248540,56.1,139.43094
Sutter,Female,Lung,246975,40.6,100.27185
Sutter,Male,CRC,248540,43.3,107.61782
Sutter,Female,CRC,246975,28.9,71.37577499999999
Sutter,Male,Mela,248540,15.9,39.517860000000006
Sutter,Female,Mela,246975,19.3,47.666175
Sutter,Male,Uterine,248540,0.0,0.0
Sutter,Female,Uterine,246975,22.6,55.81635000000001
Sutter,Male,Lymph,248540,18.1,44.98574
Sutter,Female,Lymph,246975,19.3,47.666175
Sutter,Male,Urinary,248540,29.6,73.56784
Sutter,Female,Urinary,246975,7.4,18.27615
Sutter,Male,Kidney,248540,19.9,49.45945999999999
Sutter,Female,Kidney,246975,9.6,23.709600000000002
Sutter,Male,Thyroid,248540,8.4,20.877360000000003
Sutter,Female,Thyroid,246975,16.3,40.256925
Sutter,Male,Liver,248540,19.3,47.96822
Sutter,Female,Liver,246975,9.2,22.721699999999995
Sutter,Male,Pancreas,248540,10.8,26.84232
Sutter,Female,Pancreas,246975,14.4,35.5644
Sutter,Male,AllSite,248540,453.4,1126.8803599999999
Sutter,Female,AllSite,246975,390.8,965.1783
"Shasta, Tehama",Male,Prostate,163184,90.2,147.191968
"Shasta, Tehama",Female,Prostate,163492,0.0,0.0
"Shasta, Tehama",Male,Breast,163184,1.4,2.284576
"Shasta, Tehama",Female,Breast,163492,119.0,194.55548000000002
"Shasta, Tehama",Male,Lung,163184,65.2,106.395968
"Shasta, Tehama",Female,Lung,163492,50.0,81.746
"Shasta, Tehama",Male,CRC,163184,44.9,73.269616
"Shasta, Tehama",Female,CRC,163492,36.2,59.184104000000005
"Shasta, Tehama",Male,Mela,163184,31.3,51.076592000000005
"Shasta, Tehama",Female,Mela,163492,22.4,36.622208
"Shasta, Tehama",Male,Uterine,163184,0.0,0.0
"Shasta, Tehama",Female,Uterine,163492,21.8,35.641256000000006
"Shasta, Tehama",Male,Lymph,163184,19.0,31.00496
"Shasta, Tehama",Female,Lymph,163492,16.5,26.97618
"Shasta, Tehama",Male,Urinary,163184,26.7,43.570128
"Shasta, Tehama",Female,Urinary,163492,6.1,9.973012
"Shasta, Tehama",Male,Kidney,163184,22.6,36.879584
"Shasta, Tehama",Female,Kidney,163492,10.1,16.512692
"Shasta, Tehama",Male,Thyroid,163184,1.1,1.7950240000000002
"Shasta, Tehama",Female,Thyroid,163492,16.5,26.97618
"Shasta, Tehama",Male,Liver,163184,13.5,22.02984
"Shasta, Tehama",Female,Liver,163492,7.5,12.261899999999999
"Shasta, Tehama",Male,Pancreas,163184,16.3,26.598992
"Shasta, Tehama",Female,Pancreas,163492,12.5,20.4365
"Shasta, Tehama",Male,AllSite,163184,469.4,765.9856959999998
"Shasta, Tehama",Female,AllSite,163492,440.3,719.855276
Trinity,Male,Prostate,41023,51.5,21.126845000000003
Trinity,Female,Prostate,38390,0.0,0.0
Trinity,Male,Breast,41023,1.0,0.41023000000000004
Trinity,Female,Breast,38390,72.4,27.79436
Trinity,Male,Lung,41023,47.6,19.526948
Trinity,Female,Lung,38390,38.9,14.93371
Trinity,Male,CRC,41023,28.2,11.568485999999998
Trinity,Female,CRC,38390,11.6,4.45324
Trinity,Male,Mela,41023,35.1,14.399073000000001
Trinity,Female,Mela,38390,17.7,6.79503
Trinity,Male,Uterine,41023,0.0,0.0
Trinity,Female,Uterine,38390,21.1,8.100290000000001
Trinity,Male,Lymph,41023,13.6,5.579128
Trinity,Female,Lymph,38390,8.2,3.1479799999999996
Trinity,Male,Urinary,41023,13.2,5.415036
Trinity,Female,Urinary,38390,6.6,2.53374
Trinity,Male,Kidney,41023,12.4,5.086852
Trinity,Female,Kidney,38390,1.5,0.57585
Trinity,Male,Thyroid,41023,4.2,1.7229660000000002
Trinity,Female,Thyroid,38390,8.7,3.3399299999999994
Trinity,Male,Liver,41023,14.0,5.743219999999999
Trinity,Female,Liver,38390,2.0,0.7678
Trinity,Male,Pancreas,41023,8.8,3.6100240000000006
Trinity,Female,Pancreas,38390,7.8,2.99442
Trinity,Male,AllSite,41023,327.3,134.268279
Trinity,Female,AllSite,38390,280.8,107.79912
Tulare,Male,Prostate,1183384,91.9,1087.529896
Tulare,Female,Prostate,1171391,0.0,0.0
Tulare,Male,Breast,1183384,0.5,5.91692
Tulare,Female,Breast,1171391,105.0,1229.96055
Tulare,Male,Lung,1183384,35.4,418.917936
Tulare,Female,Lung,1171391,27.8,325.64669799999996
Tulare,Male,CRC,1183384,37.4,442.58561599999996
Tulare,Female,CRC,1171391,28.3,331.503653
Tulare,Male,Mela,1183384,18.1,214.192504
Tulare,Female,Mela,1171391,10.5,122.996055
Tulare,Male,Uterine,1183384,0.0,0.0
Tulare,Female,Uterine,1171391,24.5,286.990795
Tulare,Male,Lymph,1183384,18.8,222.47619200000003
Tulare,Female,Lymph,1171391,12.9,151.10943899999998
Tulare,Male,Urinary,1183384,24.8,293.479232
Tulare,Female,Urinary,1171391,5.0,58.56955
Tulare,Male,Kidney,1183384,22.0,260.34448000000003
Tulare,Female,Kidney,1171391,12.5,146.423875
Tulare,Male,Thyroid,1183384,5.2,61.535968000000004
Tulare,Female,Thyroid,1171391,17.0,199.13647
Tulare,Male,Liver,1183384,16.3,192.891592
Tulare,Female,Liver,1171391,5.6,65.597896
Tulare,Male,Pancreas,1183384,10.6,125.438704
Tulare,Female,Pancreas,1171391,10.1,118.310491
Tulare,Male,AllSite,1183384,389.3,4606.913912
Tulare,Female,AllSite,1171391,347.2,4067.069552
Tuolumne,Male,Prostate,142757,104.5,149.181065
Tuolumne,Female,Prostate,133031,0.0,0.0
Tuolumne,Male,Breast,142757,1.1,1.5703270000000003
Tuolumne,Female,Breast,133031,131.0,174.27061
Tuolumne,Male,Lung,142757,46.8,66.810276
Tuolumne,Female,Lung,133031,47.0,62.52457
Tuolumne,Male,CRC,142757,32.7,46.68153900000001
Tuolumne,Female,CRC,133031,27.2,36.184432
Tuolumne,Male,Mela,142757,37.2,53.10560400000001
Tuolumne,Female,Mela,133031,25.7,34.188967000000005
Tuolumne,Male,Uterine,142757,0.0,0.0
Tuolumne,Female,Uterine,133031,29.3,38.978083000000005
Tuolumne,Male,Lymph,142757,19.9,28.408642999999998
Tuolumne,Female,Lymph,133031,11.6,15.431596
Tuolumne,Male,Urinary,142757,28.3,40.400231
Tuolumne,Female,Urinary,133031,12.4,16.495844
Tuolumne,Male,Kidney,142757,22.8,32.548596
Tuolumne,Female,Kidney,133031,11.4,15.165534000000001
Tuolumne,Male,Thyroid,142757,7.2,10.278504
Tuolumne,Female,Thyroid,133031,12.7,16.894937
Tuolumne,Male,Liver,142757,12.7,18.130139
Tuolumne,Female,Liver,133031,4.8,6.3854880000000005
Tuolumne,Male,Pancreas,142757,16.4,23.412147999999995
Tuolumne,Female,Pancreas,133031,11.7,15.564627
Tuolumne,Male,AllSite,142757,442.3,631.414211
Tuolumne,Female,AllSite,133031,410.5,546.092255
"Ventura, Kern",Male,Prostate,2106306,121.4,2557.055484
"Ventura, Kern",Female,Prostate,2119032,0.0,0.0
"Ventura, Kern",Male,Breast,2106306,0.8,16.850448
"Ventura, Kern",Female,Breast,2119032,139.1,2947.573512
"Ventura, Kern",Male,Lung,2106306,35.9,756.163854
"Ventura, Kern",Female,Lung,2119032,35.6,754.375392
"Ventura, Kern",Male,CRC,2106306,38.0,800.39628
"Ventura, Kern",Female,CRC,2119032,30.6,648.423792
"Ventura, Kern",Male,Mela,2106306,35.9,756.163854
"Ventura, Kern",Female,Mela,2119032,20.5,434.40156
"Ventura, Kern",Male,Uterine,2106306,0.0,0.0
"Ventura, Kern",Female,Uterine,2119032,27.2,576.376704
"Ventura, Kern",Male,Lymph,2106306,22.1,465.493626
"Ventura, Kern",Female,Lymph,2119032,16.7,353.87834399999997
"Ventura, Kern",Male,Urinary,2106306,28.6,602.4035160000001
"Ventura, Kern",Female,Urinary,2119032,7.5,158.92739999999998
"Ventura, Kern",Male,Kidney,2106306,19.8,417.04858800000005
"Ventura, Kern",Female,Kidney,2119032,9.8,207.66513600000002
"Ventura, Kern",Male,Thyroid,2106306,7.7,162.185562
"Ventura, Kern",Female,Thyroid,2119032,21.9,464.06800799999996
"Ventura, Kern",Male,Liver,2106306,13.1,275.926086
"Ventura, Kern",Female,Liver,2119032,5.1,108.070632
"Ventura, Kern",Male,Pancreas,2106306,12.8,269.607168
"Ventura, Kern",Female,Pancreas,2119032,10.8,228.85545600000003
"Ventura, Kern",Male,AllSite,2106306,461.9,9729.027414
"Ventura, Kern",Female,AllSite,2119032,421.0,8921.12472
Yolo,Male,Prostate,526640,97.4,512.94736
Yolo,Female,Prostate,552349,0.0,0.0
Yolo,Male,Breast,526640,2.1,11.05944
Yolo,Female,Breast,552349,142.8,788.754372
Yolo,Male,Lung,526640,42.9,225.92855999999998
Yolo,Female,Lung,552349,41.6,229.777184
Yolo,Male,CRC,526640,39.2,206.44288000000003
Yolo,Female,CRC,552349,26.3,145.267787
Yolo,Male,Mela,526640,27.2,143.24608
Yolo,Female,Mela,552349,21.6,119.30738400000001
Yolo,Male,Uterine,526640,0.0,0.0
Yolo,Female,Uterine,552349,29.1,160.733559
Yolo,Male,Lymph,526640,28.3,149.03912
Yolo,Female,Lymph,552349,13.7,75.671813
Yolo,Male,Urinary,526640,28.8,151.67232
Yolo,Female,Urinary,552349,8.3,45.844967000000004
Yolo,Male,Kidney,526640,21.8,114.80752000000001
Yolo,Female,Kidney,552349,12.0,66.28188
Yolo,Male,Thyroid,526640,5.6,29.49184
Yolo,Female,Thyroid,552349,21.3,117.650337
Yolo,Male,Liver,526640,12.5,65.83
Yolo,Female,Liver,552349,5.0,27.61745
Yolo,Male,Pancreas,526640,13.7,72.14968
Yolo,Female,Pancreas,552349,12.5,69.043625
Yolo,Male,AllSite,526640,420.4,2213.9945599999996
Yolo,Female,AllSite,552349,418.0,2308.81882
Yuba,Male,Prostate,205837,116.2,239.18259400000002
Yuba,Female,Prostate,196337,0.0,0.0
Yuba,Male,Breast,205837,0.0,0.0
Yuba,Female,Breast,196337,99.9,196.14066300000002
Yuba,Male,Lung,205837,68.1,140.174997
Yuba,Female,Lung,196337,69.5,136.454215
Yuba,Male,CRC,205837,47.1,96.94922700000001
Yuba,Female,CRC,196337,29.0,56.93773
Yuba,Male,Mela,205837,24.2,49.812554
Yuba,Female,Mela,196337,17.1,33.573627
Yuba,Male,Uterine,205837,0.0,0.0
Yuba,Female,Uterine,196337,25.5,50.065935
Yuba,Male,Lymph,205837,17.0,34.992290000000004
Yuba,Female,Lymph,196337,15.4,30.235898
Yuba,Male,Urinary,205837,30.5,62.780285
Yuba,Female,Urinary,196337,8.7,17.081318999999997
Yuba,Male,Kidney,205837,19.6,40.344052000000005
Yuba,Female,Kidney,196337,14.5,28.468865
Yuba,Male,Thyroid,205837,7.5,15.437774999999998
Yuba,Female,Thyroid,196337,16.1,31.610257
Yuba,Male,Liver,205837,12.0,24.70044
Yuba,Female,Liver,196337,6.4,12.565567999999999
Yuba,Male,Pancreas,205837,16.8,34.580616000000006
Yuba,Female,Pancreas,196337,11.4,22.382418
Yuba,Male,AllSite,205837,484.2,996.662754
Yuba,Female,AllSite,196337,423.8,832.0762060000001
